CCCC,24
CCCCC,5
CCCCCC,6
CCCCCCC,43
CCCCCCCC,8
CCCCCCCCC,3
CCCCCCCCCC,17
CCCCCCCCCCCC,55
CCCCCCCCCCCCCCCC,10
