CCCC,10
CCCCC,4
CCCCCC,5
CCCCCCC,36
CCCCCCCC,6
CCCCCCCCC,5
CCCCCCCCCC,2
CCCCCCCCCCCC,63
CCCCCCCCCCCCCCCC,3
